iter	Logloss
210	0.1713768601
211	0.1703674316
212	0.1697164059
213	0.1690501809
214	0.1681571245
215	0.167203784
216	0.1663800716
217	0.1655013323
218	0.1645779848
219	0.1636487484
220	0.1628129721
221	0.161892581
222	0.161020112
223	0.1602423191
224	0.1594015837
225	0.1586340427
226	0.1577670574
227	0.1567842245
228	0.1557332754
229	0.1549538851
230	0.1542385101
231	0.1535145044
232	0.1525369763
233	0.1520477176
234	0.1513812065
235	0.1505377531
236	0.1497758865
237	0.1491117477
238	0.1483761311
239	0.1475701809
240	0.1467737675
241	0.1461662412
242	0.1455567837
243	0.1449175477
244	0.1442641377
245	0.1432700992
246	0.1426502466
247	0.1420796037
248	0.1414638519
249	0.1407829285
250	0.1401686668
251	0.1393115878
252	0.1387719512
253	0.1381724596
254	0.1375455618
255	0.1367699981
256	0.1360552669
257	0.1353762507
258	0.1344383001
259	0.1339339614
260	0.1332636595
261	0.1327620983
262	0.1320929527
263	0.1313754201
264	0.1308918476
265	0.1301214814
266	0.1293874025
267	0.1289854527
268	0.1282794714
269	0.127530992
270	0.1270491719
271	0.126483655
272	0.1258628845
273	0.1249698758
274	0.1245520711
275	0.1242012024
276	0.1235347748
277	0.1229094982
278	0.1222660899
279	0.1214854002
280	0.1209537506
281	0.1205432057
282	0.120039463
283	0.1195565224
284	0.1189931631
285	0.1185343027
286	0.1178930283
287	0.1174261212
288	0.1168648005
289	0.1163327932
290	0.1157705426
291	0.1151397228
292	0.1146335363
293	0.1143200874
294	0.1138426304
295	0.1131938457
296	0.1126657009
297	0.1121926546
298	0.1116227627
299	0.1110844493
300	0.1108276486
301	0.11027143
302	0.1098305106
303	0.1094743013
304	0.1090798378
305	0.108630085
306	0.1081351519
307	0.1076778412
308	0.107027328
309	0.1065263391
310	0.1060088634
311	0.1055679321
312	0.1051811576
313	0.1046224713
314	0.1041982651
315	0.1036828756
316	0.1032248497
317	0.1027852178
318	0.1023299575
319	0.1019666433
320	0.1015301466
321	0.1011655092
322	0.1008279443
323	0.1004310131
324	0.09997726679
325	0.09963769317
326	0.09899042845
327	0.09863911271
328	0.09812434316
329	0.09771199226
330	0.09733741879
331	0.09690762758
332	0.09649178982
333	0.09605156183
334	0.09578441978
335	0.09533730745
336	0.0950035274
337	0.09460748434
338	0.09426961541
339	0.0938542068
340	0.09342731237
341	0.09311034083
342	0.092817837
343	0.09237146378
344	0.09208251238
345	0.09162595272
346	0.09130119085
347	0.09085519314
348	0.0904874444
349	0.09007359743
350	0.08972976208
351	0.08944931626
352	0.08914353251
353	0.08867315054
354	0.08836680055
355	0.08803095818
356	0.08757795095
357	0.08718198538
358	0.0867608428
359	0.08644238114
360	0.08622488379
361	0.08582829833
362	0.08548349142
363	0.08505204916
364	0.08471956849
365	0.08435170054
366	0.08404003382
367	0.0837466836
368	0.08344942331
369	0.0831970036
370	0.08280066252
371	0.08247106075
372	0.08217710257
373	0.08180677891
374	0.08147465587
375	0.08119672537
376	0.0808842361
377	0.08062953353
378	0.08041122556
379	0.08017350435
380	0.07984901071
381	0.07958993912
382	0.07937884927
383	0.07909001112
384	0.07879499197
385	0.0785654068
386	0.07822104096
387	0.07789376974
388	0.07752921581
389	0.07716161609
390	0.07683407664
391	0.07651053071
392	0.07624484301
393	0.07593069077
394	0.07563176751
395	0.07540222406
396	0.07518829703
397	0.07493536472
398	0.07468459606
399	0.07435245514
400	0.07402755618
401	0.07369282246
402	0.07333999872
403	0.07301954627
404	0.07283773422
405	0.07261618376
406	0.07236329317
407	0.07214722037
408	0.07183542252
409	0.07162192464
410	0.07140441537
411	0.07116733789
412	0.0709256053
413	0.07060537338
414	0.07034709454
415	0.07009260058
416	0.06986053586
417	0.06959139109
418	0.06945484281
419	0.06928949356
420	0.06908101439
421	0.06881723404
422	0.06850811243
423	0.06825018525
424	0.06808097363
425	0.06792523861
426	0.06767989397
427	0.06744674444
428	0.0672553122
429	0.06700186729
430	0.06684952974
431	0.06665953994
432	0.06645245552
433	0.06619737148
434	0.06593059301
435	0.06576607823
436	0.0655364275
437	0.06536917686
438	0.06512290239
439	0.0648763895
440	0.064643538
441	0.06449783444
442	0.06420069933
443	0.0639756918
444	0.06374843121
445	0.06346591115
446	0.06324409842
447	0.06301658154
448	0.06280046105
449	0.06265048385
450	0.0624162674
451	0.06222077608
452	0.06197997332
453	0.06177911162
454	0.06155731082
455	0.06137916446
456	0.0612113595
457	0.06097838879
458	0.06077384949
459	0.06063327193
460	0.06045882702
461	0.06022148728
462	0.05999629498
463	0.0598803997
464	0.05968778133
465	0.05953196883
466	0.0594037652
467	0.05919928551
468	0.05899102688
469	0.05873048306
470	0.05861869454
471	0.05842268467
472	0.05824391842
473	0.05802657604
474	0.05783069134
475	0.05764505863
476	0.05743616819
477	0.05731977224
478	0.05716167688
479	0.05701440573
480	0.05689666271
481	0.05669220686
482	0.05652887821
483	0.05636984706
484	0.0562035799
485	0.05600910783
486	0.05583222508
487	0.055623281
488	0.05548775196
489	0.05530209541
490	0.05508702993
491	0.0549372673
492	0.05481647253
493	0.05462186337
494	0.0544634819
495	0.05433863997
496	0.05422397852
497	0.05408220291
498	0.05388952494
499	0.0537555933
500	0.05359333754
501	0.05342499018
502	0.05327249765
503	0.05312281847
504	0.0529407382
505	0.05280123353
506	0.05259760618
507	0.05242085457
508	0.05224109292
509	0.05209360719
510	0.05191978216
511	0.05172701478
512	0.05157959461
513	0.05135039091
514	0.05119583607
515	0.05101715326
516	0.05085197091
517	0.05065863132
518	0.05046606064
519	0.05027385354
520	0.05016043186
521	0.0500421524
522	0.04993056059
523	0.04978346229
524	0.0496492058
525	0.04949875176
526	0.04927016795
527	0.04909016788
528	0.04897964001
529	0.04881503582
530	0.04868843853
531	0.04854665399
532	0.04838448763
533	0.04817688167
534	0.04806784093
535	0.04792337716
536	0.04782983959
537	0.04769006968
538	0.04755614996
539	0.04741843343
540	0.04727630019
541	0.0471624434
542	0.0470297575
543	0.04693771303
544	0.04679594636
545	0.04666052759
546	0.04651556015
547	0.04638420939
548	0.04627139568
549	0.04619304538
550	0.04602782726
551	0.04589526057
552	0.04577328563
553	0.0456757009
554	0.04553940892
555	0.04541107416
556	0.0453091085
557	0.0451920867
558	0.04506586194
559	0.0449606359
560	0.04484503865
561	0.04472153485
562	0.04460037649
563	0.04450357258
564	0.04435442388
565	0.04422511458
566	0.04410020709
567	0.04398863912
568	0.04385811687
569	0.04372628331
570	0.04358747602
571	0.04350472391
572	0.04339950085
573	0.04327289462
574	0.04315547943
575	0.04305416346
576	0.04291329384
577	0.04284856021
578	0.04271729887
579	0.04265167117
580	0.0425270617
581	0.04238349795
582	0.04223353267
583	0.04213891029
584	0.04204104841
585	0.04192632735
586	0.04180753231
587	0.04170600772
588	0.04157457352
589	0.04146454632
590	0.04136604965
591	0.04125806689
592	0.04111463428
593	0.04100687504
594	0.04090872109
595	0.0407905817
596	0.04067735672
597	0.0405921936
598	0.04047023654
599	0.04037756026
600	0.04027232826
601	0.04017590284
602	0.04007032812
603	0.04000229239
604	0.0398863554
605	0.03978281021
606	0.03969145715
607	0.03962459266
608	0.03947634697
609	0.03939211965
610	0.03929399848
611	0.03918102384
612	0.03906932771
613	0.03898734748
614	0.03885732293
615	0.03877031803
616	0.03869230151
617	0.03858317733
618	0.03848664165
619	0.03838320673
620	0.03832714558
621	0.03820688128
622	0.03812142015
623	0.03801980615
624	0.03790918887
625	0.03779964745
626	0.03772414327
627	0.03760526776
628	0.03752567172
629	0.0374121964
630	0.03730174303
631	0.03717976213
632	0.03710286617
633	0.03702054024
634	0.03692614734
635	0.03683531284
636	0.03673120141
637	0.03664947748
638	0.03655226231
639	0.03646829128
640	0.03633520007
641	0.03623435795
642	0.03615849614
643	0.03608462811
644	0.03596571088
645	0.03589148223
646	0.0357779026
647	0.03570220172
648	0.03562937379
649	0.03553846776
650	0.03545332551
651	0.0353430301
652	0.03524702787
653	0.03514443636
654	0.03504570127
655	0.03496455252
656	0.03489384055
657	0.034810251
658	0.03473573327
659	0.03463386297
660	0.03455196917
661	0.03445553184
662	0.0344014883
663	0.03431007564
664	0.03419957161
665	0.03412940204
666	0.03406028152
667	0.03397530317
668	0.03391049206
669	0.03384566307
670	0.03372710049
671	0.03366088569
672	0.0335688889
673	0.0334728539
674	0.03340390325
675	0.03331741989
676	0.03322912455
677	0.03317093849
678	0.03308765888
679	0.03297464848
680	0.0328787595
681	0.03283233047
682	0.03278440535
683	0.03270540833
684	0.03263633251
685	0.03256107867
686	0.03249213099
687	0.03242552578
688	0.03233897686
689	0.03228799105
690	0.0322439611
691	0.03218168616
692	0.03212823272
693	0.03206236362
694	0.03199069202
695	0.0319290787
696	0.03187723458
697	0.03180806339
698	0.03174242377
699	0.031665501
700	0.03155338764
701	0.03147788048
702	0.03141460121
703	0.03138640225
704	0.03130773306
705	0.03124152124
706	0.03117230535
707	0.03111521006
708	0.03104178011
709	0.03097745776
710	0.03085430264
711	0.0307919234
712	0.03071277738
713	0.03067663014
714	0.03061125278
715	0.03053295612
716	0.0304700315
717	0.03039592505
718	0.03033515215
719	0.0302562803
720	0.03019302487
721	0.03013695478
722	0.03007959723
723	0.03000981808
724	0.02995175123
725	0.02987799048
726	0.02981331944
727	0.02972878218
728	0.02961378694
729	0.02954174876
730	0.02947056293
731	0.02940890789
732	0.02935174108
733	0.02930875719
734	0.02924417555
735	0.02918676734
736	0.02910374999
737	0.02904909849
738	0.02896521091
739	0.02891277969
740	0.02884529829
741	0.02878923416
742	0.028729105
743	0.02867497206
744	0.02861461639
745	0.02854730487
746	0.02845130861
747	0.0283993721
748	0.02834849954
749	0.02830687761
750	0.02824147344
751	0.02818957865
752	0.02813354135
753	0.02807984352
754	0.02802397013
755	0.02793871164
756	0.02789772749
757	0.02783536613
758	0.02776409984
759	0.02767386436
760	0.02762944698
761	0.02757533789
762	0.02750853896
763	0.02747722864
764	0.02742607892
765	0.02737995982
766	0.02731597126
767	0.0272706598
768	0.02720974088
769	0.02715874612
770	0.02711697817
771	0.02707654834
772	0.02698871195
773	0.0269284904
774	0.02683991194
775	0.02677295804
776	0.02670102715
777	0.02665547132
778	0.02660267949
779	0.02656208873
780	0.02651286423
781	0.02645348608
782	0.02640773356
783	0.02634091973
784	0.02627474368
785	0.0262183696
786	0.02617723346
787	0.02612392306
788	0.02607640624
789	0.02601023316
790	0.02595518827
791	0.02590189576
792	0.02584946752
793	0.02580066323
794	0.02576573491
795	0.02570864558
796	0.0256477952
797	0.02558409572
798	0.02554050088
799	0.02549720407
800	0.02541751862
801	0.02536874115
802	0.02531515956
803	0.02525840402
804	0.02520754039
805	0.02516371608
806	0.02511847317
807	0.02508640289
808	0.0250361979
809	0.02499788702
810	0.02494935244
811	0.02490268946
812	0.02486279309
813	0.02481604218
814	0.02478604764
815	0.02474317849
816	0.02470652908
817	0.02465210855
818	0.02461408079
819	0.0245738104
820	0.02450905144
821	0.02446007133
822	0.02441870421
823	0.02437614352
824	0.02432601154
825	0.02424451113
826	0.02419350445
827	0.02416372001
828	0.02411171645
829	0.02406777442
830	0.02404187769
831	0.02400276512
832	0.02395256013
833	0.02390117347
834	0.02385135293
835	0.02381147295
836	0.02375494242
837	0.02370288968
838	0.02365955561
839	0.02361542881
840	0.02355960906
841	0.02352051139
842	0.02348027825
843	0.02343652248
844	0.02337032855
845	0.02332735807
846	0.02329462171
847	0.02325036526
848	0.02321511209
849	0.02316564918
850	0.02312204987
851	0.02308014482
852	0.02303742766
853	0.02300268412
854	0.02296136469
855	0.02291235477
856	0.02286567092
857	0.02282420695
858	0.02279029787
859	0.02274187505
860	0.02269940972
861	0.02264783084
862	0.02259170115
863	0.0225500688
864	0.02250832766
865	0.02245589346
866	0.02242229283
867	0.0223895207
868	0.02234370708
869	0.02230061144
870	0.0222687602
871	0.02223707139
872	0.02220361233
873	0.02214450836
874	0.02210614979
875	0.02203410268
876	0.02200033367
877	0.02195831537
878	0.02193291187
879	0.02190137804
880	0.02187299728
881	0.02182815522
882	0.02180461735
883	0.02177252322
884	0.02173355967
885	0.02170654237
886	0.02166354954
887	0.02161709964
888	0.02157439888
889	0.02154006064
890	0.02150277197
891	0.02146040052
892	0.02141393721
893	0.02137900889
894	0.02134392709
895	0.02130360305
896	0.02126488686
897	0.02122472972
898	0.02119107246
899	0.02115755826
900	0.02111726254
901	0.02108412683
902	0.0210549891
903	0.02101801336
904	0.02098626941
905	0.02095326483
906	0.02092504203
907	0.02090234905
908	0.02087213695
909	0.02084632069
910	0.02081458718
911	0.02078827471
912	0.0207508862
913	0.02071663141
914	0.02068409324
915	0.02065815628
916	0.02062037438
917	0.02058223486
918	0.02055043131
919	0.02051578015
920	0.02048431933
921	0.02045244426
922	0.02041666806
923	0.02038209587
924	0.02034205049
925	0.0203185007
926	0.02029618621
927	0.02026781738
928	0.02023278773
929	0.02019367218
930	0.02015670091
931	0.02013020813
932	0.02010196149
933	0.02005513012
934	0.01999749392
935	0.01996584535
936	0.01993133575
937	0.01989381164
938	0.01986295134
939	0.01982442588
940	0.01979404688
941	0.01976432502
942	0.01974322051
943	0.01971038282
944	0.01966827512
945	0.01964077652
946	0.01961216033
947	0.01957830638
948	0.01954022199
949	0.01950701922
950	0.01947903484
951	0.01944921613
952	0.01940996498
953	0.01936715543
954	0.01932685673
955	0.01929148734
956	0.01923384815
957	0.01919165552
958	0.01916067004
959	0.01913127303
960	0.019103688
961	0.01907715201
962	0.01904845983
963	0.01900777519
964	0.0189790681
965	0.01895778477
966	0.01892945915
967	0.01890512407
968	0.01887937784
969	0.0188352108
970	0.01881099343
971	0.01878646612
972	0.01875631511
973	0.01872137785
974	0.0187066853
975	0.01867871732
976	0.01864797473
977	0.01862108111
978	0.01858890951
979	0.01855475008
980	0.01852800101
981	0.01850809157
982	0.01847306192
983	0.01843273193
984	0.01841089576
985	0.01838223487
986	0.01835640073
987	0.0183252722
988	0.01829839945
989	0.0182728231
990	0.01824834049
991	0.01822137833
992	0.01819437742
993	0.01816945672
994	0.01814504713
995	0.01812005788
996	0.01809515953
997	0.01807420403
998	0.01804097891
999	0.01800699979
